time,x,y,z
22.43,2.4517,10.924,-3.5958
22.462,2.152,10.924,-4.2904
22.5,0.27241,10.12,-1.5663
22.53,0.040861,8.1177,0.040861
22.56,0.61292,6.9328,0.27241
22.591,1.2667,6.0883,0.38137
22.62,1.5391,5.4073,0.31327
22.65,1.6889,5.7069,0.57205
22.68,1.4165,6.6604,1.2258
22.71,0.99429,8.1177,1.2667
22.74,0.84446,9.7658,1.0351
22.771,0.69464,10.651,0.57205
22.8,0.38137,11.346,0.57205
22.83,0.081722,12.299,0.84446
22.86,0.23155,14.901,0.27241
22.89,0.38137,16.045,0.081722
22.92,1.076,12.149,0.99429
22.95,2.3018,8.4719,-0.19068
22.98,3.1735,8.2812,-1.4574
23.01,5.4345,9.8066,-2.3018
23.04,6.8919,10.12,-2.3018
23.07,5.8567,9.507,-1.4982
23.1,4.7944,8.3493,0.10896
23.13,2.4108,7.7772,0.72188
23.16,1.4574,6.7829,0.84446
23.19,1.185,6.0474,0.76274
23.22,0.76274,6.0474,0.69464
23.25,0.31327,6.2381,0.53119
23.28,0.19068,6.7829,0.34051
23.31,0.38137,7.4367,0.34051
23.34,0.081722,8.6898,0.69464
23.37,-0.081722,9.8884,1.1441
23.4,0.61292,10.079,1.1441
23.43,2.1793,10.379,1.3076
23.46,3.4051,11.918,1.185
23.49,3.6775,14.369,1.185
23.52,1.9205,14.329,2.261
23.55,-0.27241,11.686,1.6072
23.58,0.50395,9.507,-0.14982
23.61,0.99429,9.7249,-1.4982
23.64,1.9477,11.223,-3.337
23.67,2.7241,10.692,-4.2495
23.7,1.757,9.3844,-1.9477
23.73,0.69464,8.1995,0.040861
23.76,0.50395,7.0145,0.38137
23.79,0.72188,6.0474,0.53119
23.82,0.99429,5.4754,0.76274
23.85,0.99429,5.7478,0.72188
23.88,0.65378,6.9736,0.61292
23.91,0.46309,8.3901,0.57205
23.94,0.42223,9.4661,0.61292
23.97,0.19068,10.147,0.72188
24,0.081722,10.338,1.076
24.03,0.040861,10.733,1.3348
24.06,0.10896,11.836,0.92618
24.09,0.46309,14.56,-0.19068
24.12,0.61292,15.323,0.34051
24.15,1.1441,11.918,1.3757
24.18,2.1112,8.6898,0.10896
24.211,3.1735,8.2812,-0.95342
24.24,4.9033,9.6977,-1.6481
24.271,6.5922,9.616,-1.5255
24.3,5.1757,9.7249,-1.2258
24.386,4.2495,8.8124,-0.69464
24.46,1.5663,5.8976,0.61292
24.52,0.92618,6.0202,0.61292
24.56,0.8036,6.9736,0.72188
24.601,1.185,8.4719,0.72188
24.63,1.185,9.9973,1.2258
24.661,1.9886,10.311,1.185
24.702,4.0997,12.068,0.95342
24.75,4.1406,15.704,0.92618
24.79,-0.081722,12.068,2.7649
24.82,0.84446,8.7306,-0
24.85,0.69464,9.2346,-1.4982
24.88,1.4165,11.795,-3.2144
24.91,2.5606,10.924,-5.0531
24.94,1.5663,8.8124,-2.6832
24.97,0.34051,7.8181,-0.53119
25,0.14982,7.0553,0.14982
25.03,0.38137,6.0883,0.46309
25.06,0.76274,5.4345,0.61292
25.09,1.0351,5.5571,0.65378
25.12,1.3757,6.5514,0.8036
25.15,1.3076,8.1586,0.92618
25.18,1.0351,9.8475,0.76274
25.21,0.76274,10.76,0.84446
25.24,0.57205,11.223,1.3076
25.27,0.34051,12.149,1.4165
25.3,0.57205,14.478,0.27241
25.33,0.8036,16.018,-0.50395
25.371,1.6889,11.496,0.50395
25.401,2.7241,7.8862,-0.50395
25.431,4.2904,9.6568,-1.5255
25.46,7.464,10.76,-2.1384
25.491,6.9328,10.079,-2.3427
25.52,6.1292,8.1586,-1.0351
25.551,3.337,7.464,0.38137
25.58,1.9886,6.6331,0.57205
25.621,1.3348,5.5162,0.72188
25.651,0.99429,5.0123,0.84446
25.753,0.46309,5.4073,0.88532
25.79,1.5391,9.4661,0.38137
25.821,1.3757,9.4253,0.31327
25.85,1.4165,9.3844,0.27241
25.88,1.6072,9.3436,0.14982
25.91,1.6889,9.3436,0.27241
25.94,1.5663,9.4253,0.42223
25.97,1.5391,9.3436,0.38137
26,1.4574,9.3844,0.34051
26.03,1.5391,9.4253,0.23155
26.06,1.5391,9.507,0.14982
26.09,1.4574,9.4661,0.23155
26.12,1.5663,9.3844,0.23155
26.15,1.5663,9.4253,0.27241
26.18,1.5391,9.5342,0.31327
26.21,1.6072,9.507,0.27241
26.24,1.5663,9.4661,0.31327
26.27,1.4574,9.4253,0.27241
26.3,1.4165,9.4253,0.31327
26.39,1.6481,9.4661,0.31327
26.42,1.6072,9.4253,0.31327
26.46,1.5663,9.3027,0.31327
26.49,1.6072,9.3027,0.27241
26.52,1.5663,9.3844,0.14982
26.55,1.3757,9.4253,0.27241
26.58,1.3076,9.4253,0.38137
26.61,1.4574,9.4253,0.34051
26.64,1.4982,9.4661,0.23155
26.67,1.4982,9.4661,0.38137
26.7,1.4982,9.4253,0.50395
26.73,1.4165,9.4253,0.46309
26.76,1.3348,9.4253,0.38137
26.79,1.2258,9.4661,0.34051
26.82,1.2258,9.3844,0.31327
26.85,1.3757,9.3844,0.31327
26.88,1.4574,9.3436,0.31327
26.91,1.4574,9.3027,0.34051
26.94,1.3757,9.3027,0.38137
26.971,1.4574,9.2755,0.53119
27.01,1.5391,9.3027,0.50395
27.04,1.3757,9.4661,0.46309
27.07,1.3348,9.4661,0.38137
27.1,1.3348,9.4661,0.42223
27.13,1.2258,9.3844,0.46309
27.16,1.3757,9.3844,0.38137
27.19,1.5663,9.3436,0.27241
27.22,1.6072,9.3027,0.27241
27.25,1.5663,9.4253,0.27241
27.28,1.4165,9.4253,0.46309
27.31,1.3076,9.3844,0.61292
27.34,1.3348,9.3436,0.57205
27.37,1.4982,9.3844,0.34051
27.4,1.6481,9.5342,0.23155
27.43,1.6481,9.4253,0.38137
27.46,1.5391,9.3436,0.46309
27.49,1.6072,9.2755,0.23155
27.52,1.6072,9.3436,0.14982
27.55,1.5663,9.4661,0.081722
27.58,1.5391,9.4253,0.27241
27.61,1.6072,9.4253,0.42223
27.64,1.5663,9.5342,0.46309
27.67,1.4982,9.3844,0.42223
27.7,1.6072,9.3844,0.23155
27.73,1.7298,9.3436,0.040861
27.76,1.6889,9.3027,0.081722
27.79,1.5663,9.2755,0.23155
27.82,1.4982,9.3436,0.34051
27.85,1.3348,9.3844,0.34051
27.88,1.3348,9.3436,0.34051
27.91,1.6481,9.3436,0.19068
27.94,1.9886,9.3027,-0
27.97,1.7979,9.3844,0.081722
28,1.6481,9.3844,0.27241
28.03,1.7298,9.3436,0.31327
28.06,1.6889,9.3436,0.31327
28.09,1.6889,9.3844,0.10896
28.12,1.6481,9.2755,0.10896
28.15,1.4574,8.9622,0.23155
28.18,1.3757,8.7306,0.38137
28.21,1.8796,8.8532,0.23155
28.24,2.2201,9.4661,0.19068
28.27,1.6481,9.8475,0.61292
28.3,0.88532,10.651,0.88532
28.33,0.38137,9.9565,1.185
28.36,0.50395,8.0769,1.3757
28.39,0.42223,7.8181,1.3348
28.42,0.57205,9.112,0.95342
28.45,0.46309,9.3027,0.50395
28.48,0.65378,9.7249,-0.42223
28.51,1.3757,9.507,-1.3757
28.54,3.0237,9.3844,-1.6072
28.57,3.8273,9.9565,-1.4165
28.6,2.833,9.6568,-0.34051
28.63,1.3757,8.9622,1.3757
28.66,0.50395,9.112,0.99429
28.69,-0.10896,10.27,-0.10896
28.72,-0.91256,10.529,-0.61292
28.75,-1.3348,10.61,-0.040861
28.78,-1.3757,10.188,0.38137
28.81,-0.65378,9.0848,0.65378
28.84,-0.23155,8.9213,0.57205
28.87,-0.10896,9.112,0.53119
28.9,-0.081722,9.112,0.50395
28.93,0.040861,9.3027,0.53119
28.96,0.14982,9.6977,0.34051
28.99,0.42223,9.6568,0.69464
29.02,0.61292,9.6568,1.076
29.05,0.57205,9.7249,1.1169
29.08,0.46309,9.9973,1.1169
29.11,0.23155,10.951,0.99429
29.14,0.19068,10.924,0.88532
29.17,0.50395,11.305,1.185
29.2,0.38137,11.645,1.1169
29.23,0.27241,10.692,0.92618
29.26,0.92618,9.507,0.69464
29.29,1.6889,8.9213,0.23155
29.32,2.3018,8.3901,-0.27241
29.35,2.833,8.0496,-0.42223
29.38,3.7184,8.3901,-0.38137
29.41,4.4811,8.54,-0.46309
29.44,3.8682,8.6217,0.081722
29.47,3.2144,8.2812,1.0351
29.5,2.7241,8.2403,1.2667
29.53,2.2201,8.3901,1.5663
29.56,2.4925,8.1177,1.5391
29.59,3.1463,7.927,0.99429
29.62,3.5277,8.1995,0.53119
29.65,3.6366,8.431,0.14982
29.68,3.7865,8.1995,0.42223
29.71,3.9908,8.2403,1.1169
29.74,4.1814,8.7306,1.4982
29.77,4.2495,9.0848,1.757
29.8,4.1814,9.0848,1.7979
29.83,4.2087,9.3436,1.3076
29.86,4.6718,10.27,1.0351
29.89,5.4073,11.305,0.95342
29.92,5.8567,12.068,0.61292
29.95,4.9442,11.496,-0.29965
29.98,3.4868,9.7249,-1.3757
30.01,2.3018,7.9679,-1.8387
30.04,1.7298,8.2812,-2.0294
30.07,1.1441,10.079,-2.6015
30.1,0.38137,10.924,-3.4868
30.13,-0.38137,9.616,-3.0646
30.16,-0.84446,8.1995,-2.3018
30.19,-0.88532,8.0088,-1.6889
30.22,-0.61292,8.6898,-1.3076
30.25,-0.081722,9.4661,-0.84446
30.28,0.38137,9.8475,-0.46309
30.31,0.92618,9.5751,0.081722
30.34,1.3757,9.003,0.92618
30.37,1.4982,8.5808,0.92618
30.4,1.4982,8.4719,0.53119
30.43,1.3757,8.6625,0.10896
30.46,0.99429,9.2346,-0.29965
30.49,0.53119,10.42,-0.57205
30.52,0.31327,12.599,-0.42223
30.55,0.46309,15.241,-0.14982
30.58,0.95342,17.693,0.081722
30.611,1.7298,15.405,0.081722
30.64,2.261,11.455,-0.69464
30.67,2.4517,9.507,-1.4574
30.7,3.2961,9.003,-2.1112
30.73,5.9385,8.8124,-3.3642
30.76,6.8238,8.4719,-3.3642
30.79,5.4754,7.7772,-2.3427
30.82,5.0123,7.0145,-0.53119
30.85,3.2144,7.3141,-0.040861
30.88,2.1112,6.9328,-0.23155
30.91,1.6072,6.4016,0.38137
30.94,1.2667,5.6252,1.1169
30.97,1.1441,4.6309,1.076
31,1.3076,4.8216,0.95342
31.03,1.6481,5.5571,1.1441
31.06,2.1112,7.355,1.076
31.09,2.6423,10.379,0.84446
31.12,3.1054,13.716,0.31327
31.15,3.1735,14.982,0.42223
31.18,3.0237,14.369,1.7298
31.21,2.7649,13.375,1.9886
31.24,3.5958,12.572,0.14982
31.27,4.2495,10.338,-0.95342
31.3,3.3778,8.0769,-0.88532
31.33,2.4108,7.8862,-1.4165
31.36,2.1112,8.431,-2.7241
31.39,1.9205,8.5808,-3.1463
31.42,1.5391,8.6898,-2.5606
31.46,1.3348,8.1586,-1.5663
31.491,0.84446,7.5048,0.23155
31.52,0.34051,6.7829,0.84446
31.55,0.50395,6.0202,0.92618
31.58,0.95342,5.7478,0.50395
31.611,1.4165,6.17,0.27241
31.64,1.6481,7.3958,0.23155
31.67,1.5663,8.6625,-0.040861
31.701,1.3348,10.501,-0.14982
31.73,1.7298,13.253,-0.27241
31.761,2.152,15.132,-0.27241
31.79,2.7649,16.549,-0.19068
31.821,3.337,15.595,-0.65378
31.85,2.9148,12.912,-0.76274
31.9,2.6832,8.9622,-0.84446
31.93,3.4459,8.3084,-1.2667
31.96,4.6037,8.6217,-2.4517
31.99,4.8216,8.54,-2.7922
32.021,4.0589,7.8589,-1.7979
32.05,3.337,7.6683,-0.42223
32.081,2.1793,7.2052,0.69464
32.11,1.7298,6.0474,1.2667
32.196,-0,5.0531,8.5808
32.281,-0.10896,5.3664,8.2403
32.591,-0.42223,3.7184,8.0496
32.63,-0.72188,4.522,7.464
32.67,0.27241,4.7944,9.7658
32.72,0.65378,5.1757,6.851
32.765,0.040861,6.3198,7.6683
32.83,-0.34051,4.2904,9.1529
32.87,-0.46309,4.2904,8.8941
32.91,-1.2258,4.4402,7.5457
32.94,-0.61292,4.1814,8.431
32.98,0.46309,3.1735,9.5751
33.01,0.081722,3.2144,10.842
33.053,-0.91256,4.0997,10.229
33.1,-1.2667,5.4754,8.2403
33.151,-1.5663,6.17,7.246
33.19,-1.2258,6.7012,6.9736
33.23,-0.65378,6.17,7.6955
33.281,-0.38137,6.17,8.1177
33.31,0.19068,5.7886,7.9679
33.351,-0.10896,5.8295,7.7772
33.384,-0.081722,5.7478,8.2403
33.42,-0.10896,5.6252,8.3493
33.46,-0.10896,5.4754,8.1586
33.493,-0.34051,5.598,8.0496
33.532,-0.65378,5.5162,8.2403
33.57,-0.46309,5.4345,8.0088
33.6,-0.23155,5.5571,7.8862
33.632,-0.19068,5.6661,7.7772
33.67,-0.040861,5.5571,7.7772
33.7,-0.10896,5.8295,7.7364
33.74,-0.081722,5.9385,7.6683
33.77,-0.10896,5.9793,7.6955
33.8,-0.34051,5.8976,7.7364
33.83,-0.53119,5.9793,7.6955
33.86,-0.42223,5.9385,7.5865
33.89,-0.46309,5.8567,7.6955
33.92,-0.8036,5.9385,7.7364
33.95,-0.84446,5.9793,7.4367
33.98,-0.61292,5.8295,7.6683
34.01,-0.42223,5.4345,8.0496
34.04,-0.42223,5.4073,7.9679
34.07,-0.46309,5.5162,7.927
34.1,-0.61292,5.5571,8.0088
34.13,-0.53119,5.598,7.9679
34.16,-0.34051,5.6661,7.7772
34.19,-0.38137,5.8295,7.8181
34.22,-0.38137,6.0202,8.0088
34.25,-0.19068,5.6252,7.9679
34.28,-0.50395,5.6252,7.8589
34.31,-0.42223,5.7886,7.7364
34.34,-0.34051,5.8567,7.8589
34.37,-0.42223,5.8976,8.0088
34.401,-0.42223,5.7069,8.0088
34.43,-0.42223,5.8976,7.8181
34.46,-0.42223,5.7069,7.5457
34.49,-0.53119,5.8295,7.5048
34.52,-0.61292,5.8295,7.6955
34.55,-0.61292,5.6661,7.8589
34.58,-0.69464,5.6661,7.6683
34.61,-0.91256,5.6661,7.8181
34.64,-0.91256,5.5162,7.9679
34.67,-0.76274,5.5571,8.0088
34.7,-0.8036,5.4345,7.927
34.73,-0.69464,5.598,7.7772
34.76,-0.65378,5.8295,7.7772
34.79,-0.72188,5.8567,7.6955
34.82,-0.76274,5.8295,7.7364
34.85,-0.69464,5.7069,7.8862
34.88,-0.76274,5.7069,8.0088
34.911,-0.8036,5.6661,7.9679
34.94,-0.72188,5.598,7.4367
34.971,-1.3076,6.2109,6.7829
35.013,-0.84446,6.0202,7.9679
35.051,-0.65378,5.9793,8.54
35.08,-0.99429,6.2109,7.1234
35.111,-0.88532,5.7886,7.4367
35.14,-0.76274,5.4345,8.1177
35.17,-0.57205,5.3664,8.1995
35.2,-0.50395,5.5571,8.0496
35.23,-0.61292,5.7478,7.8862
35.26,-0.76274,5.7886,7.8589
35.29,-0.61292,5.5571,7.8862
35.33,-0.8036,5.5571,7.8181
35.361,-0.8036,5.6661,7.8589
35.4,-0.72188,5.6661,7.7772
35.43,-0.69464,5.6661,7.9679
35.46,-0.84446,5.6252,7.8862
35.49,-0.91256,5.6252,7.7772
35.52,-0.91256,5.6661,7.7772
35.55,-0.88532,5.598,7.8589
35.58,-0.99429,5.5162,7.8862
35.61,-0.99429,5.4073,7.9679
35.64,-0.95342,5.4345,8.0769
35.67,-0.91256,5.3664,8.1995
35.7,-0.91256,5.4345,8.0769
35.73,-1.076,5.5162,7.9679
35.76,-1.1441,5.6252,8.0088
35.79,-1.076,5.598,7.927
35.82,-0.88532,5.5162,7.8181
35.85,-0.76274,5.6661,7.6955
35.88,-0.99429,5.6252,7.8589
35.91,-0.91256,5.598,7.927
35.94,-0.8036,5.5162,8.0088
35.97,-0.72188,5.4345,8.0496
36,-0.65378,5.2847,7.9679
36.03,-0.76274,5.2438,8.0088
36.06,-0.91256,5.4073,7.8862
36.09,-1.1441,5.6661,7.7364
36.12,-1.1441,5.6252,8.2403
36.15,-0.99429,5.6252,8.3084
36.18,-1.3076,5.5162,8.1586
36.21,-0.99429,5.2847,8.3901
